sep=,
"Cliente","Vd","Nome","Ano","TOTAL","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro"
="1833",="06","TPM Tecnologias Produção Mecânica, Lda.","2022","61,2","0","0","0","0","0","0","0","0","0","0","61,2","0"
="4471",="30","MILLMAJ - METALOMECANICA DE PRECISÃO E PROJETO LDA","2022","560,15","102","0","189","70","119","38,75","0","0","0","41,4","0","0"
="4511",="30","MVMOLDE UNIPESSOAL LDA","2022","397,48","0","0","0","0","0","0","0","0","166,4","231,08","0","0"
="4512",="30","METALOCAIMA-METALURGICA DO VALE DO CAIMA SA","2022","1172,6","348,96","0","26,6","484,08","177,03","0","0","167,11","-78,98","0","47,8","0"
="4520",="10","OGMA INDUSTRIA AERONAUTICA DE PORTUGAL SA","2022","585,2","0","0","183,6","0","329,4","0","0","72,2","0","0","0","0"
="4536",="23","BANCO COMERCIAL PORTUGUES S A","2022","34350","0","0","0","0","0","0","34350","0","0","0","0","0"
="4541",="05","SERRALHARIA MECANICA S VICENTE LDA","2022","146,8","0","0","146,8","0","0","0","0","0","0","0","0","0"
="4558",="08","Boaventura Lopes Oliveira","2022","190,01","0","0","0","0","0","0","0","0","111,51","0","78,5","0"
="4564",="08","SHAPETEK - TECNOLOGIAS DE MAQUINAÇÃO LDA","2022","2429,83","90,5","224,43","580,21","107,26","204,34","0","184,65","0","116,6","433,64","462,38","25,82"
="4570",="10","SNC SISTEMAS DE CONTROLO NUMERICO LDA","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
="4582",="06","DETALHES BINARIOS - ENGENHARIA UNIPESSOAL LDA","2022","1684,76","225","0","289,45","216","165","165","121,37","0","77,74","0","425,2","0"
="4679",="12","Sandra Viegas Ferreira Costa - Metalomecanica Unip, Lda","2022","174,48","188,43","0","0","0","0","0","0","0","0","74","-87,95","0"
="4737",="30","PROTAGMA ENGENHARIA LDA","2022","877,38","0","0","68,5","0","0","0","0","0","165","162","481,88","0"
="4743",="05","JOSE AUGUSTO MARQUES UNIPESSOAL LDA","2022","182,58","0","0","0","0","0","0","0","0","0","0","0","182,58"
="0508",="12","Covilãn Laneira da Covilhã, SA.","2023","309,61","0","0","309,61","0","0","0","0","0","0","0","0","0"
="0519",="05","Lingote Alumínios, SA","2023","8565,93","0","0","6044,03","119,75","0","0","0","0","2402,15","0","0","0"
="0607",="05","Metalúrgica Tâmega Teixeira & Torres, SA.","2023","2414,67","0","703,93","323,3","0","107,4","212,84","0","0","84,9","921,2","61,1","0"
="0628",="30","Moldoplástico, SA","2023","4547,12","186,74","406,6","172,9","599,03","158,3","597,8","208,1","434,19","217,52","653,8","663,29","248,85"
="0644",="12","Motofil Robotics, SA","2023","248,1","248,1","0","0","0","0","0","0","0","0","0","0","0"
="0750",="30","Sá & Jacinto, Lda.","2023","4244,33","0","0","0","0","0","0","3972,33","0","0","0","0","272"
="0753",="06","Toyota Caetano Portugal, SA.","2023","10966,2","0","0","7041","145,9","0","145,9","0","0","0","0","0","3633,4"
="0762",="15","José António T Moutinho, Lda.","2023","49,52","0","0","0","0","7,36","0","42,16","0","0","0","0","0"
="0817",="06","Leite Mendes, Lda","2023","2116,8","0","0","0","100","167,3","341,4","456","0","299","90,5","61,2","601,4"
="0842",="06","Moldra Indústria Comércio Plásticos, Lda.","2023","1419,48","401,7","0","0","0","0","35,2","0","0","0","0","0","982,58"
="0890",="08","Acogi Acessórios Componentes P/Indústria, Lda.","2023","4132,09","0","0","246,4","0","3613,4","0","0","0","272,29","0","0","0"
="0994",="30","Sucorema Subcontrato, Fab. Rep. Máquinas.,Lda.","2023","848,42","0","133,35","0","37,8","0","161,7","163,5","0","125,7","106,13","120,24","0"
="1110",="30","Mecicrol Fab. Máq. Transf. Mármores Granitos, Lda.","2023","1923,9","56,6","0","176,46","0","154","227","272,98","94,64","763,67","254,53","-75,98","0"
="0768",="06","Serviço Utilização Comum Hospitais Such","2023","9,6","0","0","0","0","9,6","0","0","0","0","0","0","0"
="0837",="06","Irmãos Sousa, SA.","2023","770,1","294,9","0","0","0","0","0","0","0","0","475,2","0","0"
="0886",="11","Fozmáquina Soc. Máquinas Ferra. Figueira, Lda.","2023","40,5","0","40,5","0","0","0","0","0","0","0","0","0","0"
="1009",="06","Flamingo Indústria Ourivesaria, SA.","2023","168,6","0","0","73","0","0","0","0","43,3","11,8","0","0","40,5"
="1152",="08","Ivo-Cutelarias, S.A","2023","826,2","297,8","0","124,8","88","25,6","0","0","0","290","0","0","0"
="1165",="30","QF Moldes, Lda.","2023","424,09","0","120,09","0","0","0","304","0","0","0","0","0","0"
="1284",="30","Pedro Avelino Silva Lopes, Lda.","2023","78,76","78,76","0","0","0","0","0","0","0","0","0","0","0"
="1346",="06","Metalguarda Indústria Metalúrgica, SA","2023","2532,81","0","0","721,61","55,3","368,3","0","0","0","516,8","467,2","0","403,6"
="1465",="06","Proclima Indústria Produtos Alumínio, Lda.","2023","3559,85","2183,4","0","95,6","0","515,6","535,05","682,3","0","-547,7","95,6","0","0"
="1488",="06","Folan Indústria Metalomecânica, Lda.","2023","1843,86","100,1","512,94","576,41","81,25","154,66","0","189,3","0","229,2","0","0","0"
="1509",="11","José P Saramago & Cª., Lda.","2023","412,96","31,94","44,64","0","7,44","0","0","0","0","59,22","0","41,7","228,02"
="1525",="30","Seabra & Irmão Torno Fresa, Lda.","2023","117,1","0","0","0","0","52,88","0","0","0","0","0","0","64,22"
="1551",="06","Servitécnica C M Serv. Técnicos Engenharia, Lda.","2023","1599,89","275,28","191,66","0","37","316,71","0","0","90,6","139,86","204,6","344,18","0"
="4749",="30","ENG & STEEL LDA","2022","80,7","0","80,7","0","0","0","0","0","0","0","0","0","0"
="4761",="08","CANDELAR CANDEEIROS E DECORAÇÕES PARA O LAR LDA","2022","351,91","0","0","0","300","0","0","0","0","0","0","51,91","0"
="4776",="12","MW77 - Metalomecanica de Precisão, Lda","2022","354,8","0","137,6","0","0","0","0","0","0","0","0","217,2","0"
="4777",="08","BITZER PORTUGAL COMPRESSORES PARA FRIO SA","2022","1624,9","0","0","0","0","273","0","0","0","0","1141,3","210,6","0"
="4785",="30","CENTRANOR CENTRO DE ASSISTENCIA DE TRAVÕES LDA","2022","202,52","0","0","175,72","0","0","0","0","0","26,8","0","0","0"
="4789",="12","PEDRO GONÇALVES RIBEIRO UNIPESSOAL LDA","2022","1913,6","0","0","217,7","148,28","88,1","0","54,1","623,29","380,01","0","0","402,12"
="4796",="30","TIP MOLDE LDA","2022","191,98","0","98,5","93,48","0","0","0","0","0","0","0","0","0"
="4805",="08","João Soares Reis Galo","2022","49,5","0","0","0","0","0","0","49,5","0","0","0","0","0"
="4822",="30","Gusmat - Precisão Inovação Metalomecanica Unip., Lda","2022","-450","0","0","0","0","0","0","0","-450","0","0","0","0"
="4826",="10","GSP UNIPESSOAL LDA","2022","422,92","0","0","0","0","0","0","0","0","146,44","0","0","276,48"
="4831",="05","POWERFUL DECISIONS LDA","2022","585,27","108,87","0","132,4","0","0","0","0","84,2","259,8","0","0","0"
="4832",="30","ELETROMECANICA CARLOS PINTO UNIPESSOAL LDA","2022","830,48","0","0","89,5","0","0","0","0","0","0","690,58","50,4","0"
="4836",="30","INOCAMBRA - CONSTRUÇÕES EM AÇO INOX SA","2022","11144,35","81,09","173,4","2752,4","533,75","1534,98","421,83","200,77","1822,12","757,65","0","783,14","2083,22"
="1552",="08","Joferlis, Lda.","2023","4550","1003","0","509","556,81","50,9","601,8","412,29","509","92,8","509","0","305,4"
="1595",="30","Fabor, Fábrica Artefactos Borracha, SA.","2023","2066,99","154,28","147,5","299,69","53,3","0","352,04","310,9","245,03","187,72","0","0","316,53"
="1615",="30","Eb Inox, Lda","2023","26","0","0","0","0","26","0","0","0","0","0","0","0"
="1677",="30","Siroco Soc. Indústrial Robótica Controlo, SA.","2023","3169,47","0","351,14","440,6","128,72","37,2","1011,72","321,06","18,8","0","736,04","124,19","0"
="1747",="30","Metalovilela, Lda.","2023","1290,2","0","0","0","1225,98","64,22","0","0","0","0","0","0","0"
="1952",="08","Palbase Equipamentos Industriais, Lda.","2023","752,4","0","0","0","0","0","0","0","610,47","0","0","141,93","0"
="2016",="08","Faustino & Ferreira Soc. Const. Metálicas, SA.","2023","2960,99","0","464,44","302,4","861,7","217,7","517,3","207,9","0","0","389,55","0","0"
="2092",="30","Famogom Fáb. Moldes Metálicos Cortantes, Lda.","2023","75,8","75,8","67","-67","0","0","0","0","0","0","0","0","0"
="2104",="12","Macotécnica Ind. Metalomecânicas Almas, Lda.","2023","25,7","0","0","0","0","0","0","0","0","25,7","0","0","0"
="2161",="08","Moldata Projecto Programação Moldes, Lda.","2023","170","0","0","0","0","0","0","170","0","0","0","0","0"
="2167",="05","João Vieira Carvalho, Lda.","2023","1010,42","0","0","273,7","36,4","0","256,3","184,8","0","0","197,82","61,4","0"
="2347",="12","Vismoldes Indústria de Moldes, Lda.","2023","121,86","0","0","121,86","0","0","0","0","0","0","0","0","0"
="2428",="06","Moura, Moutinho & Morais, SA","2023","106,1","0","0","0","0","0","0","0","0","0","0","106,1","0"
="4938",="08","EMBALUSA REPRESENTAÇÃO E COMERCIALIZAÇÃO DE EQUIPAMENTOS E SERVIÇOS LDA","2022","5342,91","353,65","509,25","475,61","490,16","1401,45","561,83","343,6","78,07","527,09","445,4","130,4","26,4"
="4966",="08","JJM ESPERANÇA LDA","2022","9804,71","675,35","255,93","1386,21","61","1185,53","1877,19","0","1949,28","516,67","0","1897,55","0"
="4975",="30","PROPRECISION-UNIPESSOAL LDA","2022","96,65","0","37,55","0","59,1","0","0","0","0","0","0","0","0"
="4993",="30","J SILVA MOREIRA E IRMÃOS LDA","2022","314,5","0","229,5","0","0","0","0","0","0","0","0","0","85"
="4995",="30","LOUROPEL FABRICA DE BOTÕES LDA","2022","820,13","0","267,75","0","0","267,75","0","0","0","0","284,63","0","0"
="5036",="30","PEDRO NUNO BASTOS UNIPESSOAL LDA","2022","2320,1","575,6","585,2","0","0","40,95","433,6","146,2","246,15","0","292,4","0","0"
="5062",="30","METALOMIL-SERRALHARIA MECANICA, UNIPESSOAL LDA","2022","2257,93","0","133,25","516,86","157,83","315","30,55","282,15","0","377,43","0","0","444,86"
="5072",="30","Rui Sampaio Unipessoal, Lda","2022","485","485","0","0","0","0","0","0","0","0","0","0","0"
="5079",="30","JLT Unipessoal, Lda","2022","562,08","0","0","0","0","0","0","0","0","0","0","0","562,08"
="5085",="30","METALUSA INDUSTRIAL, S.A.","2022","442,22","0","0","0","0","188,1","0","188,12","0","0","0","0","66"
="5092",="08","SERREMAQ UNIPESSOAL LDA","2022","613,48","200,53","412,95","0","0","0","0","0","0","0","0","0","0"
="5096",="30","ECOSTEEL, S.A.","2022","290,21","0","0","0","0","199","-157,84","134,15","0","22,9","92","0","0"
="5098",="30","ABOUT METAL - INDUSTRIA METALOMECANICA LDA","2022","2766,29","0","0","811,16","1178,84","387","-30,4","0","112,29","216,62","90,78","0","0"
="4980",="30","APTORNEARIA UNIPESSOAL LDA","2022","141,6","0","0","0","141,6","0","0","0","0","0","0","0","0"
="5039",="30","TOOLPATH SOLUTIONS, LDA","2022","204,38","0","0","0","0","0","0","0","132,38","72","0","0","0"
="5115",="10","LUIS TRIGO UNIPESSOAL LDA","2022","1863,55","0","1863,55","0","0","0","0","0","0","0","0","0","0"
="5129",="30","ANDRE M SILVA - CONSTRUÇÃO UNIPESSOAL LDA","2022","224,7","0","0","0","0","115,4","84,9","0","0","0","0","0","24,4"
="5130",="05","CORREIA & CARDOSO LDA","2022","164,28","0","0","0","0","72,48","0","0","0","91,8","0","0","0"
="5133",="30","Entrepontos Metalomecânica Unipessoal, Lda","2022","414,05","0","0","0","0","0","114,6","28,7","0","0","0","270,75","0"
="5137",="30","RIGORMILL, UNIPESSOAL, LDA.","2022","4909,64","0","0","0","0","0","0","533,06","381,3","1275,53","598,5","1125,17","996,08"
="5144",="30","TORRE - ITM INDUSTRIA TRANSFORMADORA DE MARMORES LDA","2022","181,07","0","0","0","0","0","0","0","181,07","0","0","0","0"
="5148",="08","RUAS E NEVES LDA","2022","148,01","0","0","0","0","0","0","0","0","0","0","148,01","0"
="0141",="06","José Maria Ramalho Silva, Lda.","2023","516,1","0","0","72,32","87,48","0","0","0","0","0","162,44","193,86","0"
="0246",="06","Carlos Alberto Sousa Silva, Unip., Lda.","2023","1128,97","141","0","108,4","0","244,3","185,1","0","0","119,93","165,9","164,34","0"
="0267",="06","Zollern & Comandita","2023","85,8","0","0","0","0","0","0","0","0","0","85,8","0","0"
="0307",="30","Extrusal Companhia Portuguesa Extrusão, SA.","2023","197,5","0","0","0","0","197,5","0","0","0","0","0","0","0"
="2497",="11","Crucelfer Comércio Ferramentas, Lda.","2023","55,98","0","0","0","0","0","0","0","0","0","0","55,98","0"
="2548",="06","Serralharia Mecânica Julio Castro,Lda.","2023","599,02","0","0","169,98","159,18","30","0","119,93","0","0","0","0","119,93"
="2612",="08","F Caixeiro - Industrial Solutions, Lda","2023","1297","0","0","0","0","0","0","0","1297","0","0","0","0"
="2631",="30","Aficor Afiamentos, Rep. Ferramentas Corte, SA","2023","147,5","0","0","0","0","0","0","0","0","0","147,5","0","0"
="2687",="06","Turbogás Produtora Energética, SA","2023","4979,95","2314,7","1356,35","233,05","24","365,6","19,75","0","435","162","0","69,5","0"
="2961",="06","Compinox Indústria Inoxidáveis, Lda.","2023","193,7","0","0","0","0","0","193,7","-70","0","70","0","0","0"
="2996",="06","Sulimet, Lda.","2023","1988,75","209,95","0","0","442,08","0","495,47","0","0","0","507,6","180","153,65"
="3001",="15","Consumidor Final","2023","259,37","0","0","78,3","0","0","0","181,07","0","0","0","0","0"
="3280",="30","Tornovar, Unipessoal Lda","2023","2171,1","186,4","386,4","150","105,6","255,2","0","427,7","0","0","429,6","230,2","0"
="3281",="15","José Pedro Campos","2023","63,8","0","0","63,8","0","0","0","0","0","0","0","0","0"
="3292",="05","Álvaro Faria, Lda.","2023","1261,84","0","100,4","214,1","0","19,3","309,9","58,8","0","0","459,5","99,84","0"
="3400",="12","Fapricela Indústria Trefilaria, SA","2023","521,4","0","0","0","114,4","0","258","0","0","0","91,8","0","57,2"
="3455",="11","Covitool Comèrcio Maq. Ferr. Profissionais, Lda.","2023","3578,14","0","0","0","0","0","0","0","0","0","1692,32","0","1885,82"
="4855",="10","AUTO MECANICA ROBALO E MACEDO LDA","2022","124,48","40,4","0","0","0","31,58","0","0","0","0","0","52,5","0"
="4871",="05","MECANOTAIPAS UNIPESSOAL LDA","2022","97,73","0","0","0","0","0","0","97,73","0","0","0","0","0"
="4876",="12","BRUNO MANUEL RODRIGUES PEREIRA","2022","22,35","0","22,35","0","0","0","0","0","0","0","0","0","0"
="4911",="30","CS Wind Portugal, S.A.","2022","1119,8","0","0","0","101","0","0","0","0","526","0","492,8","0"
="4914",="30","RUI GABRIEL MARTINS OLIVEIRA UNIPESSOAL LDA","2022","301,5","0","16,3","61,2","7,7","0","209,9","0","0","0","0","0","6,4"
="4927",="30","Smart Maq - Soluções de Maquinação, Lda","2022","4737,77","55,6","17,6","35,2","0","0","30,6","1430,7","0","42,1","355,9","2291,39","478,68"
="4937",="10","MEPISURFACES LDA","2022","48974,14","516,1","4261,98","1581,67","1661,68","6298,2","2639","1580,12","1335,05","4653,61","1612,82","11588,81","11245,1"
="4981",="12","TRIANGLE'S - CYCLING EQUIPMENTS S A","2022","967,7","0","0","0","0","35,2","650","0","0","75","207,5","0","0"
="5003",="08","CUTPLANT SOLUTIONS S A","2022","0","0","80,93","0","-80,93","0","0","0","0","0","0","0","0"
="5004",="05","SERRALHARIA MARTINHO UNIPESSOAL LDA","2022","372,5","0","57,8","0","0","95,9","46,75","149,1","0","0","0","22,95","0"
="5010",="08","CARLOS ASCENSO LOPES - MAQUINAÇÃO UNIPESSOAL LDA","2022","405,93","0","0","213,3","0","143,08","49,55","0","0","0","0","0","0"
="5026",="12","MONIZ & CAMELO LDA","2022","9","0","0","0","0","0","0","79","0","-70","0","0","0"
="5051",="05","JFROSMAQ UNIPESSOAL LDA","2022","213,4","0","0","0","0","0","0","330,3","-116,9","0","0","0","0"
="0427",="12","Indústria Metalomecânica Irmãos Rodrigues, Lda.","2023","449,15","0","0","0","0","0","0","0","39,2","409,95","0","0","0"
="0431",="08","Rui Manuel Lopes","2023","102,45","0","0","0","102,45","0","0","0","0","0","0","0","0"
="0497",="05","J Guimarães Metalomecânica, Lda.","2023","1029,36","229,88","337,96","0","0","130,35","0","78,57","87","0","0","165,6","0"
="0621",="08","Adelino Crespo Bernardino Ferreira","2023","350,01","31,5","123,7","0","0","99,4","95,41","0","0","0","0","0","0"
="0691",="14","JS Ribeiro, Unip., Lda.","2023","121,68","0","0","0","61,44","60,24","0","0","0","0","0","0","0"
="0754",="30","SNA Europe (industries), Lda.","2023","667,6","0","0","69","0","0","356,6","242","0","0","0","0","0"
="0764",="30","S Roque Máquinas e Tecnologia Laser, SA","2023","3356,19","276,62","208,6","268,84","128,3","416,05","284,3","357,9","89,6","682,4","265,1","282,3","96,18"
="0968",="11","Gansil Acessórios Industriais, Lda.","2023","2988,52","1065,3","187,36","82,24","0","145,26","24,08","26,64","848,08","160,9","142,1","0","306,56"
="1075",="30","Vicaima Indústria Madeira Derivados, SA","2023","148,1","0","0","0","59,9","0","29,4","0","0","58,8","0","0","0"
="1089",="05","Costa & Rego, Lda.","2023","5595,17","462,7","32,9","461,6","422,63","333,4","177,6","100,71","439,3","128,4","250,13","458,69","2327,11"
="1098",="15","Eduardo Faria & Filho, Lda.","2023","984,28","0","178","0","222","0","0","0","425","159,28","0","0","0"
="1243",="30","Mindol Metalúrgica Industrial, Lda.","2023","326,78","0","0","261,38","0","65,4","0","0","0","0","0","0","0"
="1271",="05","Agridraulica Máquinas Agricolas, Lda.","2023","260","0","0","260","0","0","0","0","0","0","0","0","0"
="1384",="06","Metalmozel Indústria Metalúrgica, Lda.","2023","704,54","0","0","111,54","0","504,6","0","0","0","0","88,4","0","0"
="1444",="30","Gestamp Aveiro Indústria Acess. Automóveis, SA","2023","9757,14","1256","1495,5","1354,5","372,8","106,8","91,8","671,84","292,5","1539,1","914","1107,5","554,8"
="1459",="30","TORNITROFA, LDA","2023","39,7","0","0","0","0","0","0","0","0","39,7","0","0","0"
="1648",="12","AJF Silva, Lda.","2023","193,37","0","0","0","193,37","0","0","0","0","0","0","0","0"
="1722",="06","Eiquipetrol Ind. Com. Equipamentos Mecânicos, Lda.","2023","152,2","0","0","0","0","43,84","0","36,96","0","0","0","71,4","0"
="1763",="30","Moldamirco Metalo. Moldes Ferramentas.,Lda.","2023","826,35","101,95","57,2","22","133,7","0","42","49,8","61,5","0","202,4","106","49,8"
="1768",="12","Tridec Sistemas Direccionais P/Semi-Reboques, Lda.","2023","906,3","0","0","0","0","0","0","0","0","0","819,72","0","86,58"
="1771",="30","Alumínios Cesar, SA. (Celar)","2023","509,35","0","209,95","0","0","0","0","0","0","0","299,4","0","0"
="1780",="12","Stopauto Acessórios Reparações, Lda.","2023","172,3","0","0","0","0","45,1","0","0","45,7","0","0","81,5","0"
